,episode,step,action,reward
735,1,736,"5,1,0,1,5",0
736,1,737,"1,1,0,1,0",1
737,1,738,"5,1,0,2,2",0
738,1,739,"1,1,0,1,0",1
739,1,740,"5,1,0,1,0",0
740,1,741,"5,1,0,2,4",1
741,1,742,"4,2,3,1,2",2
742,1,743,"0,1,3,2,0",1
743,1,744,"1,1,3,1,2",0
744,1,745,"0,5,0,1,6",0
745,1,746,"1,0,3,1,1",0
746,1,747,"0,0,3,1,0",1
747,1,748,"5,1,3,1,2",0
748,1,749,"1,2,3,1,4",1
749,1,750,"5,1,3,1,0",1
750,1,751,"1,1,3,1,1",0
751,1,752,"5,0,3,1,2",0
752,1,753,"2,1,1,1,2",0
753,1,754,"1,0,0,0,2",0
754,1,755,"6,5,0,4,2",1
755,1,756,"1,0,3,1,1",2
756,1,757,"5,2,3,1,0",1
757,1,758,"1,1,3,1,2",0
758,1,759,"0,6,3,2,5",0
759,1,760,"1,6,3,3,4",0
760,1,761,"1,1,0,4,2",1
761,1,762,"1,1,0,1,1",0
762,1,763,"1,1,3,1,1",1
763,1,764,"1,4,3,2,0",0
764,1,765,"6,0,6,1,0",0
765,1,766,"1,1,3,1,0",0
766,1,767,"1,4,3,6,1",1
767,1,768,"1,1,3,2,4",0
768,1,769,"0,1,3,2,2",0
769,1,770,"1,0,3,1,5",1
770,1,771,"1,0,6,1,1",0
771,1,772,"1,6,3,1,5",1
772,1,773,"4,1,3,1,0",2
773,1,774,"1,1,6,2,5",2
774,1,775,"6,1,6,6,0",0
775,1,776,"5,1,3,1,2",0
776,1,777,"1,1,3,1,0",1
777,1,778,"1,6,3,7,0",-1
778,1,779,"4,6,3,1,4",1
779,1,780,"1,0,3,1,4",1
780,1,781,"2,2,3,1,2",0
781,1,782,"0,5,0,1,4",0
782,1,783,"1,1,3,1,6",0
783,1,784,"1,1,3,1,5",0
784,1,785,"2,1,6,6,4",1
785,1,786,"1,1,3,2,5",0
786,1,787,"1,1,3,2,0",0
787,1,788,"2,6,3,1,0",0
788,1,789,"5,1,3,6,5",0
789,1,790,"2,6,3,1,0",1
790,1,791,"1,0,0,1,1",0
791,1,792,"4,0,3,3,0",0
792,1,793,"5,3,3,1,0",1
793,1,794,"1,1,3,2,2",2
794,1,795,"1,1,0,1,0",1
795,1,796,"1,2,3,1,0",2
796,1,797,"2,1,2,1,2",0
797,1,798,"1,1,3,1,1",0
798,1,799,"1,1,3,2,0",1
799,1,800,"5,0,0,2,2",1
800,1,801,"1,1,5,1,0",1
801,1,802,"0,1,0,1,4",0
802,1,803,"1,0,3,1,1",0
803,1,804,"0,5,3,3,5",0
804,1,805,"6,1,1,2,0",0
805,1,806,"1,0,0,2,0",0
806,1,807,"4,6,6,1,2",0
807,1,808,"1,6,3,1,0",0
808,1,809,"1,4,3,1,2",0
809,1,810,"1,1,3,2,0",1
810,1,811,"0,6,3,1,5",0
811,1,812,"4,4,6,1,0",0
812,1,813,"1,1,3,1,1",0
813,1,814,"6,4,3,1,0",0
814,1,815,"1,1,3,4,1",0
815,1,816,"1,6,3,3,0",0
816,1,817,"1,6,0,6,4",0
817,1,818,"1,0,6,1,2",0
818,1,819,"0,5,0,1,2",0
819,1,820,"1,1,3,1,2",0
820,1,821,"2,0,0,1,1",0
821,1,822,"1,0,3,2,0",1
822,1,823,"1,0,6,1,4",0
823,1,824,"6,0,3,1,5",1
824,1,825,"1,1,3,1,4",1
825,1,826,"1,5,0,1,1",1
826,1,827,"1,6,3,1,6",0
827,1,828,"1,0,3,1,2",0
828,1,829,"4,5,3,1,2",0
829,1,830,"1,0,1,1,1",1
830,1,831,"5,1,3,1,4",0
831,1,832,"1,1,0,1,1",0
832,1,833,"1,1,3,3,0",1
833,1,834,"5,0,0,6,4",0
834,1,835,"1,0,1,1,2",0
835,1,836,"1,1,0,6,4",0
836,1,837,"2,1,3,1,1",0
837,1,838,"1,6,3,6,5",0
838,1,839,"2,1,3,1,5",0
839,1,840,"4,1,0,2,0",0
840,1,841,"5,1,3,4,5",0
841,1,842,"0,1,3,6,2",0
842,1,843,"4,0,0,6,0",0
843,1,844,"5,1,3,4,0",0
844,1,845,"4,1,0,2,4",0
845,1,846,"0,0,0,1,2",0
846,1,847,"4,1,3,1,1",0
847,1,848,"1,0,3,6,3",0
848,1,849,"1,0,0,1,2",0
849,1,850,"1,6,3,1,2",0
850,1,851,"1,1,3,3,1",1
851,1,852,"2,1,0,1,5",2
852,1,853,"1,1,3,6,1",0
853,1,854,"1,0,3,6,2",0
854,1,855,"1,5,3,1,2",0
855,1,856,"1,0,0,1,4",0
856,1,857,"0,6,0,1,2",0
857,1,858,"4,0,0,1,4",1
858,1,859,"1,1,0,6,2",0
859,1,860,"1,1,0,1,5",2
860,1,861,"5,1,3,3,2",0
861,1,862,"2,2,0,1,0",1
862,1,863,"1,1,3,1,2",1
863,1,864,"5,6,0,1,2",0
864,1,865,"5,6,0,1,0",0
865,1,866,"2,1,0,1,4",0
866,1,867,"5,2,0,1,1",0
867,1,868,"1,4,3,2,0",0
868,1,869,"5,1,6,1,0",1
869,1,870,"1,0,6,2,0",0
870,1,871,"1,6,0,2,0",2
871,1,872,"1,1,0,2,2",2
872,1,873,"2,1,3,1,2",2
873,1,874,"4,2,3,2,0",1
874,1,875,"1,0,0,1,1",0
875,1,876,"2,4,3,1,0",1
876,1,877,"1,6,0,1,4",0
877,1,878,"4,0,3,4,2",1
878,1,879,"1,4,0,3,1",0
879,1,880,"1,4,0,1,0",0
880,1,881,"4,1,0,1,1",0
881,1,882,"2,6,0,1,0",0
882,1,883,"1,0,3,3,4",0
883,1,884,"2,1,6,1,0",0
884,1,885,"2,5,3,6,2",1
885,1,886,"1,2,3,1,5",0
886,1,887,"1,1,3,2,4",0
887,1,888,"2,1,3,0,0",0
888,1,889,"1,5,3,1,1",1
889,1,890,"1,2,0,1,6",0
890,1,891,"1,1,3,1,4",1
891,1,892,"4,6,3,4,2",0
892,1,893,"1,0,3,1,1",1
893,1,894,"1,4,3,1,0",0
894,1,895,"4,1,3,1,1",0
895,1,896,"1,0,3,1,1",0
896,1,897,"1,0,0,1,1",1
897,1,898,"1,1,3,5,0",0
898,1,899,"0,0,3,6,0",0
899,1,900,"2,0,3,6,0",0
900,1,901,"1,1,0,1,1",0
901,1,902,"4,1,3,3,2",0
902,1,903,"2,6,1,6,1",1
903,1,904,"1,1,0,3,1",1
904,1,905,"1,0,0,1,1",1
905,1,906,"2,0,3,1,2",1
906,1,907,"1,0,3,4,6",0
907,1,908,"1,0,3,0,1",0
908,1,909,"1,1,0,3,1",0
909,1,910,"2,1,3,1,2",1
910,1,911,"2,0,3,1,1",0
911,1,912,"4,5,0,2,2",1
912,1,913,"6,1,3,1,1",0
913,1,914,"5,1,0,1,2",0
914,1,915,"1,1,3,1,0",0
915,1,916,"1,1,0,1,1",0
916,1,917,"1,1,3,6,4",0
917,1,918,"1,6,3,0,2",1
918,1,919,"1,5,0,1,0",0
919,1,920,"5,1,3,1,0",0
920,1,921,"6,5,0,6,6",0
921,1,922,"1,4,3,1,4",0
922,1,923,"2,1,0,2,4",0
923,1,924,"1,4,3,3,2",0
924,1,925,"1,0,3,6,1",0
925,1,926,"0,5,0,1,0",0
926,1,927,"2,0,3,6,0",0
927,1,928,"1,6,0,1,0",0
928,1,929,"1,1,0,1,0",1
929,1,930,"1,0,0,1,2",1
930,1,931,"1,1,3,1,5",0
931,1,932,"2,0,0,6,1",0
932,1,933,"2,5,3,6,2",0
933,1,934,"1,0,3,1,1",0
934,1,935,"1,0,6,4,0",0
935,1,936,"0,1,0,1,4",0
936,1,937,"1,1,3,2,2",0
937,1,938,"1,1,3,1,0",1
938,1,939,"1,6,0,1,4",1
939,1,940,"1,1,3,1,2",0
940,1,941,"4,6,0,6,0",0
941,1,942,"2,1,0,3,4",0
942,1,943,"1,1,4,3,1",0
943,1,944,"2,0,0,3,2",0
944,1,945,"4,1,0,2,0",1
945,1,946,"1,2,3,3,2",0
946,1,947,"2,5,0,1,1",0
947,1,948,"4,4,3,2,4",0
948,1,949,"4,6,3,1,0",0
949,1,950,"5,6,3,1,5",0
950,1,951,"1,1,0,2,4",0
951,1,952,"4,0,0,1,1",0
952,1,953,"1,1,0,1,0",1
953,1,954,"1,1,0,6,0",0
954,1,955,"1,0,3,1,2",0
955,1,956,"1,5,3,1,1",0
956,1,957,"0,6,3,1,2",1
957,1,958,"1,0,3,1,4",0
958,1,959,"1,0,0,2,3",0
959,1,960,"5,6,3,1,0",0
960,1,961,"2,6,3,1,4",1
961,1,962,"1,5,0,3,4",0
962,1,963,"4,0,0,2,1",0
963,1,964,"1,1,3,1,0",2
964,1,965,"5,0,3,1,0",1
965,1,966,"2,1,0,1,0",0
966,1,967,"5,1,3,1,4",0
967,1,968,"1,0,0,1,0",0
968,1,969,"2,0,3,1,5",2
969,1,970,"2,0,3,1,0",2
970,1,971,"4,2,0,6,0",0
971,1,972,"1,0,6,6,0",0
972,1,973,"1,2,3,1,0",0
973,1,974,"1,1,0,1,1",1
974,1,975,"5,4,0,1,3",0
975,1,976,"1,1,3,1,3",1
976,1,977,"4,5,3,1,1",0
977,1,978,"4,1,3,2,0",0
978,1,979,"1,6,0,3,0",0
979,1,980,"4,0,3,1,0",0
980,1,981,"1,2,3,2,2",0
981,1,982,"1,0,3,1,4",0
982,1,983,"5,2,6,2,4",1
983,1,984,"2,0,3,2,4",1
984,1,985,"5,1,3,6,1",1
985,1,986,"2,1,0,1,0",2
986,1,987,"1,6,0,1,0",0
987,1,988,"1,1,3,0,1",0
988,1,989,"5,1,0,4,2",0
989,1,990,"1,0,3,1,1",0
990,1,991,"1,0,3,2,1",0
991,1,992,"1,4,3,3,1",0
992,1,993,"1,2,3,1,1",0
993,1,994,"2,1,3,2,0",1
994,1,995,"4,6,0,2,2",0
995,1,996,"2,1,2,3,1",0
996,1,997,"1,4,0,1,0",0
997,1,998,"1,5,3,1,5",0
998,1,999,"5,4,6,2,1",0
999,1,1000,"0,0,0,1,0",0
1000,2,1,"5,1,3,6,2",1
1001,2,2,"4,4,3,3,1",0
1002,2,3,"1,1,0,1,6",0
1003,2,4,"1,1,3,1,1",0
1004,2,5,"1,2,3,1,2",2
1005,2,6,"1,1,0,1,0",1
1006,2,7,"1,6,0,6,0",1
1007,2,8,"4,1,3,1,2",1
1008,2,9,"0,1,0,6,0",2
1009,2,10,"1,0,3,1,0",1
1010,2,11,"1,1,3,2,5",0
1011,2,12,"2,1,6,1,4",0
1012,2,13,"1,0,0,6,2",0
1013,2,14,"0,0,6,3,2",1
1014,2,15,"2,1,6,2,1",0
1015,2,16,"1,0,3,1,0",0
1016,2,17,"1,1,3,3,4",2
1017,2,18,"4,5,3,1,0",0
1018,2,19,"1,1,3,6,4",1
1019,2,20,"4,6,3,3,4",0
1020,2,21,"1,6,0,6,1",0
1021,2,22,"1,1,1,6,2",0
1022,2,23,"5,1,0,3,0",1
1023,2,24,"1,2,3,1,1",1
1024,2,25,"1,1,0,6,4",2
1025,2,26,"2,0,2,2,1",1
1026,2,27,"4,1,3,1,0",0
1027,2,28,"1,0,3,1,4",2
1028,2,29,"5,1,0,0,0",0
1029,2,30,"1,0,3,2,4",1
1030,2,31,"4,0,0,1,7",0
1031,2,32,"1,1,3,1,1",1
1032,2,33,"1,1,3,2,2",2
1033,2,34,"2,1,0,4,2",0
1034,2,35,"1,1,3,1,0",3
1035,2,36,"1,0,3,1,1",0
1036,2,37,"4,1,0,6,2",0
1037,2,38,"2,0,0,1,1",1
1038,2,39,"4,1,3,1,0",0
1039,2,40,"0,1,0,1,4",0
1040,2,41,"1,6,0,2,6",0
1041,2,42,"1,0,3,4,2",1
1042,2,43,"1,1,3,1,2",2
1043,2,44,"5,1,0,1,2",1
1044,2,45,"2,5,3,6,1",0
1045,2,46,"1,5,3,1,5",0
1046,2,47,"6,1,3,3,0",1
1047,2,48,"4,6,3,3,2",0
1048,2,49,"1,1,3,3,2",0
1049,2,50,"1,1,3,2,0",0
1050,2,51,"5,0,0,1,0",0
1051,2,52,"1,1,3,1,1",0
1052,2,53,"2,0,3,2,0",2
1053,2,54,"4,1,3,1,0",1
1054,2,55,"5,0,6,2,3",0
1055,2,56,"1,1,0,1,2",0
1056,2,57,"1,6,3,6,1",0
1057,2,58,"6,1,0,1,1",1
1058,2,59,"4,0,3,1,1",0
1059,2,60,"4,0,3,3,2",0
1060,2,61,"1,1,0,3,1",0
1061,2,62,"1,1,3,1,2",0
1062,2,63,"4,1,3,0,1",0
1063,2,64,"5,6,0,1,0",0
1064,2,65,"1,1,3,2,5",1
1065,2,66,"1,1,0,3,4",0
1066,2,67,"1,1,3,1,0",0
1067,2,68,"1,1,3,6,5",1
1068,2,69,"1,5,6,4,1",1
1069,2,70,"2,1,3,1,0",2
1070,2,71,"5,0,3,1,1",1
1071,2,72,"2,0,0,3,0",1
1072,2,73,"4,5,3,1,0",0
1073,2,74,"2,0,6,4,2",1
1074,2,75,"2,1,3,3,2",2
1075,2,76,"1,1,0,1,2",0
1076,2,77,"4,6,3,1,2",1
1077,2,78,"2,0,0,1,1",2
1078,2,79,"0,0,5,4,4",1
1079,2,80,"1,1,0,1,2",1
1080,2,81,"1,1,3,2,0",0
1081,2,82,"0,1,3,1,0",0
1082,2,83,"1,6,0,2,1",0
1083,2,84,"2,1,3,3,0",1
1084,2,85,"1,1,0,1,2",1
1085,2,86,"1,5,6,1,1",1
1086,2,87,"1,5,3,1,0",0
1087,2,88,"1,4,3,2,2",2
1088,2,89,"0,1,0,1,2",1
1089,2,90,"1,1,3,0,2",0
1090,2,91,"5,1,3,1,0",0
1091,2,92,"0,1,3,1,1",1
1092,2,93,"2,1,3,1,0",1
1093,2,94,"1,0,3,4,4",1
1094,2,95,"1,1,3,1,2",0
1095,2,96,"2,0,0,1,2",1
1096,2,97,"1,1,0,0,2",0
1097,2,98,"5,1,0,0,0",0
1098,2,99,"5,1,3,1,0",1
1099,2,100,"5,1,0,1,5",0
1100,2,101,"1,0,3,1,0",0
1101,2,102,"1,0,3,3,0",0
1102,2,103,"4,5,3,3,2",0
1103,2,104,"4,1,3,1,2",0
1104,2,105,"1,1,0,1,2",0
1105,2,106,"5,0,3,3,2",0
1106,2,107,"1,1,0,1,0",0
1107,2,108,"4,1,0,1,2",1
1108,2,109,"1,1,3,1,4",1
1109,2,110,"1,1,3,1,2",0
1110,2,111,"2,0,3,1,0",0
1111,2,112,"1,1,0,1,0",0
1112,2,113,"1,4,0,1,0",0
1113,2,114,"1,1,3,1,2",1
1114,2,115,"1,0,3,1,4",0
1115,2,116,"1,1,0,0,0",1
1116,2,117,"1,5,0,1,5",0
1117,2,118,"3,0,3,6,1",1
1118,2,119,"1,0,3,1,1",0
1119,2,120,"1,1,6,4,2",1
1120,2,121,"4,1,0,4,1",0
1121,2,122,"3,1,3,1,1",0
1122,2,123,"1,6,0,1,0",0
1123,2,124,"1,1,6,1,1",1
1124,2,125,"1,1,0,3,2",1
1125,2,126,"1,1,3,1,1",1
1126,2,127,"1,0,3,1,1",1
1127,2,128,"1,5,3,1,0",0
1128,2,129,"7,0,0,1,2",0
1129,2,130,"2,1,3,1,0",0
1130,2,131,"1,1,3,1,4",0
1131,2,132,"1,1,0,1,0",1
1132,2,133,"1,1,3,2,4",0
1133,2,134,"1,0,1,1,2",1
1134,2,135,"5,1,3,1,1",1
1135,2,136,"1,1,0,1,0",2
1136,2,137,"4,1,0,6,2",0
1137,2,138,"1,1,0,1,0",2
1138,2,139,"1,6,3,1,4",1
1139,2,140,"1,2,0,6,0",1
1140,2,141,"4,1,3,3,1",1
1141,2,142,"5,5,3,3,2",1
1142,2,143,"1,0,3,1,2",3
1143,2,144,"1,0,3,2,1",0
1144,2,145,"5,2,6,1,0",0
1145,2,146,"0,1,0,6,0",0
1146,2,147,"4,1,0,4,2",0
1147,2,148,"4,1,6,3,0",2
1148,2,149,"2,1,3,2,0",1
1149,2,150,"4,1,3,1,3",2
1150,2,151,"1,0,3,6,5",0
1151,2,152,"1,4,3,1,2",1
1152,2,153,"2,1,0,1,1",2
1153,2,154,"2,2,0,1,2",3
1154,2,155,"2,1,6,1,2",0
1155,2,156,"1,0,6,1,1",1
1156,2,157,"0,6,3,4,1",1
1157,2,158,"4,1,3,3,1",1
1158,2,159,"1,1,3,4,0",1
1159,2,160,"1,1,3,6,2",1
1160,2,161,"1,1,5,1,0",1
1161,2,162,"2,1,0,1,1",0
1162,2,163,"5,0,1,1,5",0
1163,2,164,"5,5,3,1,2",0
1164,2,165,"6,6,3,3,0",0
1165,2,166,"1,6,0,6,1",0
1166,2,167,"0,0,3,3,1",1
1167,2,168,"2,1,3,1,0",0
1168,2,169,"1,4,0,1,1",1
1169,2,170,"3,0,0,4,1",1
1170,2,171,"0,0,3,6,1",2
1171,2,172,"1,1,0,1,2",1
1172,2,173,"1,0,0,1,4",1
1173,2,174,"5,1,3,3,0",0
1174,2,175,"1,2,4,0,1",1
1175,2,176,"1,1,6,2,1",0
1176,2,177,"4,1,0,1,1",0
1177,2,178,"1,2,6,1,2",1
1178,2,179,"1,6,3,0,4",1
1179,2,180,"1,1,3,1,0",0
1180,2,181,"1,4,0,1,1",0
1181,2,182,"1,1,3,2,4",2
1182,2,183,"1,1,3,1,0",0
1183,2,184,"4,1,3,2,5",1
1184,2,185,"2,1,3,1,2",2
1185,2,186,"4,1,0,2,1",0
1186,2,187,"3,1,3,4,2",0
1187,2,188,"2,1,3,1,2",2
1188,2,189,"1,1,0,3,1",1
1189,2,190,"2,0,1,1,0",0
1190,2,191,"2,1,3,0,1",0
1191,2,192,"4,0,3,3,1",0
1192,2,193,"6,5,3,1,0",0
1193,2,194,"1,0,3,1,5",0
1194,2,195,"1,1,3,1,2",0
1195,2,196,"1,2,0,1,2",0
1196,2,197,"1,1,3,3,1",0
1197,2,198,"1,0,0,2,1",1
1198,2,199,"1,5,0,2,0",1
1199,2,200,"0,1,0,1,2",0
1200,2,201,"4,1,3,0,5",0
1201,2,202,"1,1,3,2,4",0
1202,2,203,"5,4,0,1,0",0
1203,2,204,"5,1,2,1,0",1
1204,2,205,"1,1,3,1,2",1
1205,2,206,"1,6,0,6,4",0
1206,2,207,"5,0,0,1,2",0
1207,2,208,"2,1,1,1,2",0
1208,2,209,"2,1,3,1,4",1
1209,2,210,"1,6,3,1,1",1
1210,2,211,"2,1,3,2,2",2
1211,2,212,"5,6,3,3,2",0
1212,2,213,"5,4,0,1,2",1
1213,2,214,"2,5,0,6,0",0
1214,2,215,"5,0,3,1,1",0
1215,2,216,"6,5,3,0,0",0
1216,2,217,"1,5,3,1,0",0
1217,2,218,"2,0,0,4,2",0
1218,2,219,"5,1,3,1,4",0
1219,2,220,"1,5,3,1,2",0
1220,2,221,"1,0,3,1,3",0
1221,2,222,"5,1,3,1,1",0
1222,2,223,"1,1,0,1,1",0
1223,2,224,"0,1,3,3,2",0
1224,2,225,"3,4,4,1,1",0
1225,2,226,"1,1,0,2,2",0
1226,2,227,"0,1,3,6,1",0
1227,2,228,"4,1,2,6,2",1
1228,2,229,"1,1,3,1,0",0
1229,2,230,"2,1,0,2,1",0
1230,2,231,"2,3,3,1,0",0
1231,2,232,"2,1,3,1,6",0
1232,2,233,"0,1,3,1,5",1
1233,2,234,"1,0,3,1,0",0
1234,2,235,"1,1,0,2,2",0
1235,2,236,"1,1,3,1,3",0
1236,2,237,"1,2,6,6,0",0
1237,2,238,"1,0,3,1,4",1
1238,2,239,"1,0,6,6,5",1
1239,2,240,"1,0,3,1,5",0
1240,2,241,"1,0,3,1,1",0
1241,2,242,"2,0,0,1,2",1
1242,2,243,"4,1,0,1,2",1
1243,2,244,"1,0,0,4,0",0
1244,2,245,"2,1,0,1,1",1
1245,2,246,"5,1,3,1,1",0
1246,2,247,"4,1,0,1,1",1
1247,2,248,"6,0,2,6,1",2
1248,2,249,"5,6,0,1,2",2
1249,2,250,"2,1,6,6,1",0
1250,2,251,"1,6,3,1,5",0
1251,2,252,"0,1,0,1,2",1
1252,2,253,"5,1,3,1,4",0
1253,2,254,"1,6,3,1,0",1
1254,2,255,"1,0,3,1,2",3
1255,2,256,"5,1,0,1,5",1
1256,2,257,"1,1,6,1,4",0
1257,2,258,"1,0,3,6,4",0
1258,2,259,"1,4,6,1,0",1
1259,2,260,"4,1,0,1,0",0
1260,2,261,"4,1,3,1,3",1
1261,2,262,"5,1,3,1,0",0
1262,2,263,"0,4,0,6,2",0
1263,2,264,"2,1,3,3,4",2
1264,2,265,"4,1,3,1,2",0
1265,2,266,"4,1,3,0,1",1
1266,2,267,"6,1,3,1,4",0
1267,2,268,"0,5,0,2,4",0
1268,2,269,"0,1,6,1,4",0
1269,2,270,"1,1,0,3,1",0
1270,2,271,"1,1,3,0,6",1
1271,2,272,"1,1,0,3,1",2
1272,2,273,"3,1,1,1,2",2
1273,2,274,"1,1,0,3,2",1
1274,2,275,"1,1,3,1,2",1
1275,2,276,"1,1,0,6,0",1
1276,2,277,"1,0,0,3,1",1
1277,2,278,"2,5,3,2,4",0
1278,2,279,"5,5,0,2,2",1
1279,2,280,"2,0,3,1,2",2
1280,2,281,"3,0,3,6,1",2
1281,2,282,"1,0,3,1,4",2
1282,2,283,"1,5,0,6,2",0
1283,2,284,"4,1,0,1,1",0
1284,2,285,"1,1,0,1,2",0
1285,2,286,"1,1,3,1,5",0
1286,2,287,"1,1,0,1,2",0
1287,2,288,"1,5,0,1,4",0
1288,2,289,"1,1,2,3,0",0
1289,2,290,"2,1,0,1,2",0
1290,2,291,"4,1,0,2,2",0
1291,2,292,"1,0,2,1,4",1
1292,2,293,"2,1,3,1,2",0
1293,2,294,"1,1,3,2,0",0
1294,2,295,"3,1,3,3,2",0
1295,2,296,"4,0,0,2,2",1
1296,2,297,"2,5,1,4,0",0
1297,2,298,"5,1,3,1,2",0
1298,2,299,"6,1,3,6,2",0
1299,2,300,"1,1,3,6,4",0
1300,2,301,"1,0,1,1,1",0
1301,2,302,"4,0,0,1,5",0
1302,2,303,"1,6,3,1,2",1
1303,2,304,"1,1,0,4,0",0
1304,2,305,"1,6,3,2,1",0
1305,2,306,"2,0,3,1,0",0
1306,2,307,"3,6,0,6,2",0
1307,2,308,"1,1,3,1,4",0
1308,2,309,"0,4,3,5,1",0
1309,2,310,"1,2,0,1,0",1
1310,2,311,"1,1,3,6,1",0
1311,2,312,"1,0,3,1,1",1
1312,2,313,"1,1,0,1,5",0
1313,2,314,"4,1,3,6,4",0
1314,2,315,"1,1,0,1,0",0
1315,2,316,"2,1,3,6,0",1
1316,2,317,"0,1,0,1,0",0
1317,2,318,"1,1,0,1,2",1
1318,2,319,"1,1,0,2,1",0
1319,2,320,"1,6,3,1,5",0
1320,2,321,"1,2,7,1,1",-1
1321,2,322,"0,1,3,6,2",0
1322,2,323,"1,1,0,1,2",0
1323,2,324,"3,0,3,1,4",0
1324,2,325,"1,0,0,3,4",0
1325,2,326,"1,1,0,1,0",0
1326,2,327,"4,6,3,1,0",1
1327,2,328,"1,1,0,6,0",2
1328,2,329,"5,6,0,1,0",0
1329,2,330,"4,0,6,1,2",0
1330,2,331,"1,5,6,4,2",0
1331,2,332,"0,1,3,1,3",2
1332,2,333,"1,0,3,1,0",0
1333,2,334,"1,1,0,1,2",0
1334,2,335,"1,0,0,1,0",0
1335,2,336,"5,1,3,0,5",0
1336,2,337,"1,1,0,1,2",0
1337,2,338,"1,6,3,1,0",0
1338,2,339,"1,1,3,1,0",0
1339,2,340,"2,4,6,0,1",0
1340,2,341,"5,1,3,2,2",0
1341,2,342,"4,5,3,2,2",0
1342,2,343,"1,1,0,0,4",0
1343,2,344,"1,1,0,1,4",0
1344,2,345,"0,1,0,1,2",0
1345,2,346,"4,0,4,1,3",0
1346,2,347,"2,0,0,1,2",1
1347,2,348,"1,0,6,2,4",0
1348,2,349,"1,1,3,1,0",0
1349,2,350,"1,1,3,1,4",1
1350,2,351,"1,2,3,6,2",1
1351,2,352,"4,1,0,1,5",0
1352,2,353,"0,1,0,1,0",1
1353,2,354,"1,1,3,1,5",0
1354,2,355,"6,6,3,1,2",0
1355,2,356,"6,1,3,1,2",0
1356,2,357,"5,1,3,0,2",0
1357,2,358,"1,1,3,2,0",1
1358,2,359,"1,1,3,1,0",1
1359,2,360,"1,0,3,1,1",1
1360,2,361,"6,5,0,4,0",0
1361,2,362,"1,4,0,4,1",0
1362,2,363,"1,1,3,1,2",0
1363,2,364,"1,2,3,1,1",1
1364,2,365,"2,2,3,1,5",0
1365,2,366,"1,1,3,3,4",1
1366,2,367,"4,1,3,6,0",0
1367,2,368,"1,1,6,1,0",0
1368,2,369,"4,1,3,1,2",0
1369,2,370,"4,6,0,1,1",0
1370,2,371,"5,1,3,1,2",0
1371,2,372,"2,0,3,1,1",0
1372,2,373,"5,0,0,3,4",0
1373,2,374,"5,1,3,1,5",0
1374,2,375,"4,5,3,2,2",0
1375,2,376,"1,1,3,1,0",0
1376,2,377,"1,1,0,6,5",0
1377,2,378,"0,1,3,1,4",0
1378,2,379,"4,0,0,1,4",0
1379,2,380,"1,0,0,1,4",0
1380,2,381,"2,1,0,1,0",0
1381,2,382,"1,1,3,1,2",0
1382,2,383,"4,1,0,3,0",0
1383,2,384,"2,6,0,6,2",1
1384,2,385,"1,1,0,2,5",0
1385,2,386,"1,0,6,3,4",0
1386,2,387,"4,2,3,1,2",0
1387,2,388,"1,1,3,6,4",0
1388,2,389,"4,0,3,6,2",1
1389,2,390,"1,1,3,2,1",0
1390,2,391,"6,6,6,2,2",1
1391,2,392,"1,6,3,1,1",0
1392,2,393,"2,0,3,1,0",0
1393,2,394,"3,1,0,6,2",0
1394,2,395,"1,1,3,3,0",0
1395,2,396,"1,5,0,1,1",1
1396,2,397,"4,5,3,1,0",1
1397,2,398,"1,1,0,1,1",1
1398,2,399,"1,0,3,2,0",1
1399,2,400,"4,6,0,3,0",0
1400,2,401,"5,4,0,4,2",0
1401,2,402,"1,0,3,6,2",0
1402,2,403,"1,0,3,1,1",0
1403,2,404,"1,4,0,6,2",0
1404,2,405,"1,6,3,1,0",0
1405,2,406,"6,1,3,1,2",1
1406,2,407,"1,1,3,3,6",1
1407,2,408,"1,0,0,2,1",1
1408,2,409,"4,5,3,4,4",0
1409,2,410,"1,4,0,1,2",1
1410,2,411,"2,0,6,1,0",1
1411,2,412,"1,5,3,1,0",0
1412,2,413,"1,1,6,6,0",0
1413,2,414,"1,1,3,1,5",0
1414,2,415,"0,0,3,1,6",1
1415,2,416,"5,1,0,6,4",0
1416,2,417,"1,6,3,1,2",0
1417,2,418,"5,5,3,3,0",0
1418,2,419,"1,1,3,1,4",0
1419,2,420,"2,6,0,6,0",0
1420,2,421,"1,0,3,1,4",0
1421,2,422,"1,2,3,2,4",0
1422,2,423,"5,6,6,1,0",0
1423,2,424,"0,5,3,1,0",1
1424,2,425,"4,1,3,6,1",0
1425,2,426,"1,2,3,6,2",0
1426,2,427,"2,1,6,1,2",1
1427,2,428,"4,1,0,6,0",1
1428,2,429,"0,1,0,1,0",1
1429,2,430,"1,0,3,1,1",0
1430,2,431,"4,1,3,2,0",0
1431,2,432,"1,6,0,6,2",2
1432,2,433,"2,0,3,3,1",1
1433,2,434,"1,1,0,1,0",2
1434,2,435,"1,1,3,1,2",1
1435,2,436,"4,1,0,2,2",1
1436,2,437,"1,4,0,1,0",1
1437,2,438,"1,4,0,1,6",1
1438,2,439,"4,5,3,2,2",1
1439,2,440,"2,1,0,3,5",1
1440,2,441,"1,1,3,2,2",2
1441,2,442,"4,1,0,1,0",0
1442,2,443,"4,6,0,1,2",1
1443,2,444,"5,1,0,6,0",0
1444,2,445,"1,1,3,1,0",0
1445,2,446,"4,0,3,1,1",0
1446,2,447,"5,6,3,1,2",0
